judul,translated_text
Polda Kaltara Tangkap Oknum Polisi Jadi Bos Tambang Emas Ilegal,north kalimantan regional police arrests police person becoming illegal gold mining boss
Polisi Tangkap 5 Anggota Sindikat Penambang Emas Ilegal di Kaltara,police arrest 5 members of illegal gold mining syndicate in north kalimantan
2 Warga Sumbar Ditangkap Diduga Buka Tambang Emas Ilegal di Madina,2 west sumatra residents arrested suspected of opening illegal gold mine in madina
"Tambang Ilegal Masih Merajalela, Begini Siasatnya","illegal mining is still rampant, here's the strategy"
"Polda Amankan 1,6 kg Emas Hasil PETI",regional police secure 1.6 kg of gold from peti
Kodam Mulawarman Bangun Posko Kontainer di Bekas Lokasi Jokowi Kemah di IKN,mulawarman regional military command builds container post at former jokowi camp location at ikn
2 Perusahaan Tambang di Sultra Dipolisikan Diduga Menambang Tanpa Izin,2 mining companies in southeast sulawesi police suspected of mining without a permit
"Lewat Cara Ini, BUMN Ikut Genjot PNBP Sektor Minerba","in this way, bumn is helping to boost pnbp in the minerba sector"
Kodam Mulawarman Tegaskan Pangdam-Polda Tak Terlibat Tambang Ilegal di IKN,mulawarman regional military command confirms that the regional police commander is not involved in illegal mining at ikn
"Penambang Ilegal Ditangkap Lagi di IKN, Ngaku Dibekingi Pangdam-Kapolda","illegal miner arrested again at ikn, claims to be backed by regional military commander-kapolda"
KLHKÃÂ Tetapkan 3 Tersangka Penambang Batu Bara Ilegal di WilayahÃÂ IKN,klhkãâ determines 3 suspects of illegal coal mining in the ikn region
KLHK Kaltim Tangkap 11 Penambang Batu Bara Ilegal di Kawasan IKN Nusantara,east kalimantan klhk arrests 11 illegal coal miners in the ikn nusantara area
Menteri LHK Minta Kerja Sama Setop Rantai Perdagangan Merkuri Ilegal,minister of environment and forestry requests cooperation to stop illegal mercury trade chain
"Stop Penggunaan Merkuri, Pertemuan Konvensi Minamata Resmi Digelar","stop using mercury, minamata convention meeting officially held"
"Dampak Positif dan Negatif Letak Geografis ASEAN, Siswa Wajib Tahu!","positive and negative impacts of asean's geographical location, students must know!"
"Sumur Minyak Tradisional di Aceh Timur Meledak, Polisi Bakal Proses Pemodal","traditional oil well in east aceh explodes, police will process investors"
Bos Perusahaan Tambang di Sultra Jadi Tersangka Penambangan Ilegal di Konut,mining company boss in southeast sulawesi becomes suspect in illegal mining in konut
"Bos Tambang Nikel Ilegal di Sultra Jadi Tersangka, Aliran Dana Ditelusuri","illegal nickel mining boss in southeast sulawesi becomes suspect, flow of funds traced"
Gubernur Jambi soal Sungai Batanghari Bersih: DPRD Segera Buat Perda,jambi governor regarding clean batanghari river: dprd immediately makes regional regulation
Anggota DPRD Minta Polisi Tindak Tambang Ilegal Ancam Situs Raja Bone,dprd members ask police to take action on illegal mining threatening raja bone site
"Kebalikan Ghozali, Mahasiswa China Kehilangan NFT Rp 7,8 Miliar","in contrast to ghozali, chinese students lost rp. 7.8 billion in nfts"
Polisi Malaysia Berburu Tambang Bitcoin Liar Pakai Drone,malaysian police hunt for illegal bitcoin mines using drones
Perusahaan Kapal Penambang Pasir di Pulau Rupat Akan Diproses Hukum,sand mining ship company on rupat island will be legally proceded
Penampakan Kapal Angkut Pasir Ilegal Pulau Rupat Riau yang Diamankan KKP,"sighting of illegal sand transporting ship from rupat island, riau, seized by the kkp"
Gubernur Rekomendasi Cabut Izin Perusahaan Tambang Pasir Ilegal di Riau,governor recommends revoking permits of illegal sand mining companies in riau
Detik-detik Kapal Penambang Pasir di Pulau Rupat Dihentikan Petugas,officers stopped the sand mining ship on rupat island
Jurus KKP Hentikan Penambangan Pasir Laut Ilegal Perairan Pulau Rupat,kkp's steps to stop illegal sea sand mining in rupat island waters
"Dedi Mulyadi: Warga Wadas Tolak Tambang Itu Sah, Tandanya Nasionalis","dedi mulyadi: wadas residents reject mining is legal, signs they are nationalists"
Dedi Mulyadi Minta Polda Jabar Tindak Penambang Ilegal yang Gunakan Peledak,dedi mulyadi asks west java regional police to take action against illegal miners who use explosives
"Heboh 'Ratu Batu Bara', Komisi VII DPR akan Panggil Tan Paulin ke Senayan!","'queen of coal' is excited, dpr commission vii will summon tan paulin to senayan!"
"3 Penambang Emas Ilegal di Aceh Ditangkap, Alat Berat Disita","3 illegal gold miners in aceh arrested, heavy equipment confiscated"
Satpol PP Probolinggo Tutup Tambang Pasir Ilegal,probolinggo satpol pp closes illegal sand mine
1.720 Mesin Tambang Bitcoin Disita Pemerintah Malaysia,"1,720 bitcoin mining machines confiscated by malaysian government"
Negara Ini Setop Penambangan Kripto Biar Listrik Nggak Byar Pet,this country stops crypto mining so that electricity doesn't cost pets
Simak! Ini 12 Momen Penting Kripto Sepanjang 2021,listen! these are 12 important crypto moments throughout 2021
Badan Informasi Geospasial: Penambangan di Gunung Merapi Lampaui Batas!,geospatial information agency: mining on mount merapi exceeds limits!
2 Pekerja Tambang Batu Bara Ilegal di China Tewas saat Banjir,2 illegal coal mining workers in china died in flood
Ganjar Bentuk Tim Puser Bumi buat Atasi Penambangan Liar di Sragen,ganjar forms puser bumi team to overcome illegal mining in sragen
Pemilik Perusahaan Tepis Terkait Dugaan Tambang Ilegal di Tanah Bumbu,company owner denies regarding alleged illegal mining in tanah bumbu
Direktur Perusahaan Ditangkap Terkait Tambang Ilegal di Tanah Bumbu Kalsel,"company director arrested in connection with illegal mining in tanah bumbu, south kalimantan"
Melihat 3 Nenek di Boyolali Menambang Pasir Sungai Berhulu Merapi,seeing 3 grandmothers in boyolali mining sand from the merapi river
"Ganjar Minta Setop, Pertambangan di Sungai Klaten Berhulu Merapi Tetap Jalan","ganjar asks to stop, mining on the klaten river with merapi upstream continues"
Imigrasi Periksa Visa 6 WN China Penambang Emas Ilegal di Papua,immigration checks visas of 6 chinese citizens illegal gold miners in papua
Terungkap Warga China Tak Berpaspor Tambang Emas Ilegal di Papua,it was revealed that chinese citizens without passports were illegally mining gold in papua
"Datangi Komnas HAM, JURKANI Minta Usut Kasus Advokat Dibunuh di Kalsel","visiting komnas ham, jurkani asks to investigate case of advocate murdered in south kalimantan"
6 Warga China Tak Berpaspor Nambang Emas di Papua Diperiksa Imigrasi,6 chinese citizens without passports mining gold in papua checked by immigration
6 WN China Tanpa Paspor di Papua Diamankan TNI,6 chinese citizens without passports in papua detained by tni
"Denny Indrayana-Febri Diansyah Bentuk JURKANI, Terilhami Advokat yang Gugur","denny indrayana-febri diansyah forms jurkani, inspired by a fallen advocate"
China Benar-benar Ingin Hancurkan Bitcoin,china really wants to destroy bitcoin
"Lahan Bekas Tambang Masih Bisa Dimanfaatkan, Ini Contohnya","ex-mining land can still be used, here's an example"
"Satgas: CSP Mine Investasi Bodong, Korban Segera Lapor Polisi!","task force: csp mine investments are bogus, victims immediately report to the police!"
Walhi: 2.000 Hektare Hutan Aceh Rusak Akibat Tambang Emas Ilegal,"walhi: 2,000 hectares of aceh forest damaged due to illegal gold mining"
Mantan Gurandil Pongkor Hijrah Jadi Petani Sayur: Hidup Lebih Nyaman,former gurandil pongkor hijrah becomes a vegetable farmer: life is more comfortable
Polda Kalbar Tindak 42 Tambang Emas Liar yang Rusak 1.000 Hektare Lahan,"kalbar police act on 42 wild gold mines that damaged 1,000 hectares of land"
Daftar Negara yang Larang dan Legalkan Bitcoin,list of countries that ban and legalize bitcoin
Jejak Gelap Tambang Emas Sukabumi: Pekerja Tewas-Area Ngumpet WN China,dark traces of sukabumi gold mine: workers killed-ngumpet area wn china
"Tambang Emas Liar di Sukabumi Makan Korban, 1 Orang Tewas Tertimbun","illegal gold mining in sukabumi takes victims, 1 person dies in burden"
"Lebih dari Sebulan, Semburan Api Sumur Minyak Ilegal Jambi Akhirnya Padam","more than a month later, the jambi illegal oil well fire finally extinguished"
"Cuan Ratusan Juta dari Ternak Ayam, Eks Gurandil: Hidup Lebih Barokah!","hundreds of millions of money from poultry farms, former gurandil: life is more blessed!"
Keren! Lahan Eks Kartel Gurandil di Pongkor 'Disulap' Jadi Tempat Wisata,cool! former gurandil cartel land in pongkor 'magiced' into a tourist spot
Kisah Dedengkot Gurandil di Pongkor Hijrah Jadi Pahlawan Lingkungan,the story of dedengkot gurandil in pongkor hijrah to become an environmental hero
Akhir Pelarian Otoniel Usuga Bos Gembong Narkoba Asal Kolombia,the end of the escape of colombian drug kingpin otoniel usuga
Bos Gembong Narkoba Paling Dicari di Kolombia Ditangkap!,colombia's most wanted drug kingpin arrested!
China Ditinggal Para Penambang Bitcoin Karena Suka Razia,china is abandoned by bitcoin miners because they like raids
"Bahas Tambang Emas Ilegal, Anggota DPRD di Jambi-Warga Nyaris Adu Jotos","discussing illegal gold mining, dprd members in jambi-residents almost fist fight"
"Tambang Bitcoin Diam-diam, Perusahaan Ini Terancam Denda Rp 79 M","secretly mining bitcoin, this company faces a fine of idr 79 billion"
"Polisi Tutup 1.000 Sumur Minyak Ilegal di Sumsel, 6 Orang Ditangkap","police close 1,000 illegal oil wells in south sumatra, 6 people arrested"
"Seorang Pekerja Tewas, Kades Pemilik Tambang Ilegal Rembang Jadi Tersangka","a worker dies, the village head who owns the rembang illegal mine becomes a suspect"
"Polisi Musnahkan 15 Mesin Tambang Emas Liar di Riau, Penambang Kabur","policy destroy 15 wild gold mining machines in riau, fugitive miners"
Sederet Kedok Investasi Bodong yang Bikin Geleng-geleng Kepala,a series of stupid investment guises that make you shake your head
"Bitcoin cs Diharamkan, Investor Kripto di China-Hong Kong Kebakaran Jenggot!","bitcoin cs banned, crypto investors in china-hong kong fire their beards!"
China Ngamuk! Larang Keras Transaksi-Tambang Kripto,china angry! strictly prohibit crypto mining transactions
Pemerintah China Haramkan Semua Transaksi Uang Kripto,chinese government bans all crypto money transactions
"Tambang Emas Ilegal Diberantas, DPR: Kami Dukung!","illegal gold mining eradicated, dpr: we support!"
Nah Loh! Bitcoin Dilarang di Negara-negara Ini,well! bitcoin is banned in these countries
Emak-emak 'Semprot' Petugas Kejari Sukabumi Gegara Plang Penyitaan Lahan,mothers 'spray' sukabumi investigation officer shake land confiscation plans
"Taliban Kuasai Rp 14.000 Triliun Kekayaan Mineral Afghanistan, Termasuk Lithium","taliban controls idr 14,000 trillion in afghanistan's mineral wealth, including lithium"
"Polisi Musnahkan Alat Tambang Emas Ilegal di Riau, Penambang Kabur","police destroy illegal gold mining equipment in riau, miners escape"
"Ngenes, Opium Jadi Motor Utama Penggerak Ekonomi Afghanistan","ngenes, opium is the main motor driving afghanistan's economy"
Ancaman Ekonomi Ambruk kala Taliban Kuasai Afghanistan,threat of economy collapse when the taliban take control of afghanistan
"Dikuasai Taliban, Afghanistan Ternyata Sangat Tergantung Hibah Asing","controlled by the taliban, afghanistan turns out to be very dependent on foreign grants"
Xi Jinping Keras! China Sikat 11 Perusahaan Kripto Ilegal,xi jinping loud! china sweeps 11 illegal crypto companies
Suram... Begini Masa Depan Ekonomi Afghanistan Usai Dikuasai Taliban,gloomy... this is the future of afghanistan's economy after being controlled by the taliban
"Iran Mau Legalkan Transaksi Uang Kripto, Caranya?","iran wants to legalize crypto money transactions, how?"
"Parah, Listrik Kantor Polisi Dicuri Buat Tambang Bitcoin","worse, police station electricity stolen to mine bitcoin"
"Tak Punya Izin, 100 Ponton Timah Diamankan di Laut Babel","without a permit, 100 tin pontoons were secured in the babylon sea"
Polisi Tangkap 4 Penambang Pasir Timah Ilegal di Babel,police arrest 4 illegal tin sand miners in babel
Ribuan Alat Penambangan Bitcoin Dilindas Pakai Stoom,thousands of bitcoin mining equipment run over using stoom
Terkuak Dugaan Limbah Merkuri di Balik Penyakit Kulit Misterius 2 Anak,alleged mercury waste behind 2 children's mysterious skin disease revealed
Gubsu Duga 2 Anak Kena Sakit Kulit Misterius Gegara Merkuri Tambang Ilegal,the governor suspects 2 children have mysterious skin disease due to illegal mercury mining
"8 Kapal Pengangkut Kayu-Pasir Ilegal Ditangkap di Riau, 11 Orang Diamankan","8 ships carrying illegal wood-sand arrested in riau, 11 people arrested"
Suram! Harga Bitcoin Nyaris Jeblok ke Bawah Rp 400 Juta,gloomy! bitcoin price almost dropped to below idr 400 million
Tagihan Listrik Naik? Waspada Serangan Cryptomining dan Cara Mencegahnya,electricity bills rising? beware of cryptomining attacks and how to prevent them
Mahasiswa Demo Pemprov Sulut Tuntut Izin Tambang Emas di Sangihe Dicabut,north sulawesi provincial government demonstration students demand that gold mining permit in sangihe be revoked
Keras! Xi Jinping Berantas Akun Trader Bitcoin Cs,hard! xi jinping eradicates bitcoin trader accounts cs
"Warga Wadas Geruduk Kantor BBWS-SO, Tolak IPL Bendungan Bener","wadas residents attack the bbws-so office, reject the bener dam ipl"
"Dikira Ladang Ganja, Ternyata Tambang Bitcoin Ilegal","thought to be a marijuana farm, it turns out to be an illegal bitcoin mine"
"Polisi Gerebek Lokasi Diduga Ladang Ganja, Eh Ternyata Tambang Bitcoin","police garage location suspected cannabis farm, eh it turns out bitcoin mine"
Bareskrim Tahan Bos Tambang Pasir dan Batu Ilegal di Gempol Pasuruan,bareskrim arrests illegal sand and stone mining boss in gempol pasuruan
"Iran Resmi Larang Penambangan Bitcoin, Alasannya Bikin Heran","iran officially bans bitcoin mining, the reason makes you surprise"
"9 Negara Ini Legalkan Bitcoin cs, Bagaimana dengan RI?","these 9 countries legalize bitcoin cs, what about ri?"
Korban Terakhir Longsor Tambang Emas Ilegal di Sumbar Ditemukan,final victim of illegal gold mining landslide in west sumatra found
Akses Jalan Jadi Kendala Evakuasi Korban Longsor Tambang Ilegal di Sumbar,road access becomes obstacle to evacuation of illegal mining landslide victims in west sumatra
Korban Tewas Tambang Ilegal Longsor di Sumbar Jadi 8 Orang,death toll from illegal mining landslide in west sumatra rises to 8 people
"Korban Tambang Emas Longsor di Sumbar Jadi 5 Orang, 4 Tewas","5 victims of gold mine landslide in sumbar, 4 killed"
"Tambang Emas Ilegal di Sumbar Longsor, Empat Pekerja Tertimbun","illegal gold mine in west sumatra landslides, four workers buried"
Kacau! Marak Penambangan Batu Bara Ilegal di Berau Bikin Resah,chaotic! the rise of illegal coal mining in berau is causing anxiety
Petaka di Pantai Matras,disaster at matras beach
IPL Pembangunan Bendungan Bener Dinilai Cacat Substansial,the ipl for the construction of the bener dam is considered to be substantially flawed
Main Mata di Tambang Timah,flirting in the tin mine
DPRD Lebak Minta Polisi Transparan Usut Gurandil di Hutan Larangan Baduy,lebak dprd asks transparent police to investigate gurandil in baduy prohibited forest
Pemda-Polisi Dituntut Tegas Berantas Gurandil di Hutan Larangan Baduy,local government-police forced to cross gurandil in the baduy forbidden forest
"Ridwan Kamil Colek Menteri ESDM, Minta BUMD Garap Sumur Tua","ridwan kamil suggests minister of energy and mineral resources, asks bumd to work on old wells"
"Hutan Larangan Baduy Dirusak Gurandil, Kapolda Banten: Pasti Ditindak Tegas","baduy prohibited forest destroyed by gurandil, banten police chief: strict action will definitely be taken"
"Ancam Lahan Pertanian, Penambangan Pasir Muara Opak Bantul Diprotes","threatening agricultural land, muara opak bantul sand mining protested"
Bamsoet Dorong Legalitas Penambang Emas & Minyak Tradisional di Jambi,bamsoet encourages the legality of traditional gold and oil miners in jambi
Amnesty International: COVID-19 Memperburuk Pelanggaran HAM di Dunia,amnesty international: covid-19 worsens human rights violations in the world
Tambang Emas Ilegal di Tasikmalaya Ditertibkan Petugas Gabungan,illegal gold mining in tasikmalaya controlled by joint officers
"Penambangan Mengubah Permukaan Bumi, Begini Penampakannya dari Langit","mining changes the earth's surface, here's what it looks from the sky"
"2 Penambang Emas Liar di Sulut Tewas Tertimbun Longsor, 1 Orang Luka","2 illegal gold miners in north sulawesi died in landslide, 1 person injured"
"India Mau Larang Uang Kripto, Pemilik hingga Penambang Akan Dihukum","india wants to ban crypto money, owners and miners will be punished"
Teganya Penambang Batu Bara Ilegal Juga Rambah Makam Corona,how can illegal coal miners also encroach on corona graves?
"Area Makam COVID di Samarinda Dirambah Tambang Ilegal, 2 Orang Diciduk","the covid grave area in samarinda is encroached on by illegal mining, 2 people arrested"
MIND ID Sebut Tata Kelola Niaga Timah Perlu Dibenahi,mind id says tin trading governance needs to be improved
Horor 6 Penambang Emas Ilegal di Sulteng Tewas Gegara Longsor,horror: 6 illegal gold miners in central sulawesi died due to landslide
"Korban Tewas Longsor Tambang Emas Ilegal di Sulteng Jadi 6, 1 Masih Hilang","illegal gold mining landslide victims in sulteng so 6, 1 still missing"
"Tambang Emas Ilegal di Sulteng Longsor, 5 Penambang Tewas-2 Hilang","illegal gold mine in central sulawesi landslides, 5 miners killed-2 missing"
"Apa Pemicu Longsor Nganjuk, Ini Kata Peneliti Bencana ITS","what triggered the nganjuk landslide, this its disaster researcher says"
Polisi Usut Info Oknum Terlibat Tambang Bijih Timah Ilegal di Bangka,police investigate information on individuals involved in illegal tin ore mining in bangka
Foto-foto NASA Ungkap Keberadaan 'Sungai Emas' di Amazon,nasa photos reveal the existence of a 'river of gold' in the amazon
"Tambang Emas Ilegal di Bungo Jambi Kembali Dirazia, 11 Alat Berat Diamankan","illegal gold mine in bungo jambi raided again, 11 heavy equipment confiscated"
Polisi Gagalkan Penjualan Merkuri Ilegal ke Penambang Emas di Gorontalo,police thwart illegal mercury sales to gold miners in gorontalo
Bupati Minta Polisi Berantas Tambang Emas Ilegal di Aceh Barat,regent asks police to eradicate illegal gold mining in west aceh
Aparat Gerebek Tambang Emas Ilegal di Pesisir Pantai Sukabumi,officials raid illegal gold mines on sukabumi coast
Daftar Kasus Besar yang Diungkap Komjen Listyo Sigit Saat di Bareskrim,list of major cases revealed by komjen listyo sigit while at bareskrim
"5 Penambang Pasir Ilegal di Bengkulu Ditangkap, Terancam Sanksi 10 Tahun Bui","5 illegal sand miners in bengkulu arrested, threatened with 10 years in prison"
DLH Kalsel Sidak Tambang Batu Bara Ilegal yang Cemari Sungai Mangkauk,south kalimantan dlh inspects illegal coal mines polluting the mangkauk river
Kejahatan di Mojokerto Terjadi Tiap 26 Jam Sepanjang 2020,crime in mojokerto occurs every 26 hours throughout 2020
13 Orang Tewas dalam Pembantaian di Kolombia,13 people killed in massacre in colombia
Tambang Batu yang Makan Korban Jiwa di Tulungagung Ternyata Ilegal,stone quarry that takes lives in tulungagung turns out to be illegal
Korban Tewas Akibat Topan Vamco di Filipina Jadi 67 Orang,death toll from typhoon vamco in the philippines rises to 67 people
Polisi Tangkap 10 Penambang Pasir Ilegal di Riau,police arrest 10 illegal sand miners in riau
"Cegah Bencana Hidrometeorologi, Pj Bupati Blitar Tertibkan Tambang Pasir Ilegal","preventing hydrometeorological disasters, acting regent of blitar controls illegal sand mining"
"Hati-hati, Jalan Raya Cilegon Arah Serang Dipenuhi Tanah","be careful, the cilegon highway towards serang is filled with dirt"
"Suasana Mencekam Gegara Tambang Ilegal di Sidrap, Polisi Diminta Bertindak","the atmosphere is tense because of illegal mining in sidrap, the police are asked to take action"
"Tambang Emas Ilegal di Nagan Raya Digerebek, 4 Orang-Backhoe Diamankan","illegal gold mine in nagan raya raided, 4 backhoes arrested"
"11 Pekerja Tewas Tertimbun Longsor Tambang di Sumsel, Pemodal Diburu","11 workers died in mine landslide in south sumatra, investors hunted"
Petaka Longsor di Tambang Batu Bara Tewaskan Belasan Pekerja,coal mine landslide kills dozens of workers
"11 Orang Tewas Kena Longsor, Alex Noerdin Minta Tindak Tambang Batu Bara Liar","11 people killed in landslide, alex noerdin requests action on wild coal mining"
"Main Motocross di 'Bromo KW', Cawabup Atep Dikritik Aktivis Lingkungan","playing motocross at 'bromo kw', deputy regent atep criticized by environmental activists"
Polisi Tangkap 6 Pelaku Tambang Emas Ilegal di Kuansing Riau,police arrest 6 illegal gold mining actors in kuansing riau
400 Penambang Emas Ilegal di Cagar Alam Mandor Kalbar Diamankan,400 illegal gold miners in mandor west kalimantan nature reserve arrested
"Pelaku Tambang Ilegal Hutan Lindung di Babel Divonis 4,5 Tahun",perpetrator of illegal mining of protected forest in babylon sentenced to 4.5 years
"Tangkap Penambang Ilegal, Polisi Sita Alat Berat Milik Anggota DPRK Simeulue","arresting illegal miners, police confiscate heavy equipment belonging to simeulue dprk members"
"6 Penambang Emas Tewas di Kuansing Riau, Polisi Diminta Turun Tangan","6 gold miners killed in kuansing riau, policy asked to give up"
Suku Amazon Blokir Jalan Tuntut Bantuan Corona Pemerintah,amazon tribe blocks road demanding government corona aid
DPRD Klaten Dorong Penutupan Tambang Ilegal di Lereng Gunung Merapi,klaten dprd pushes to close illegal mines on the slopes of mount merapi
"Hentikan Paksa Tambang Pasir Ilegal di Jombang, Warga Serahkan Barang Bukti","stop forced illegal sand mining in jombang, residents submit evidence"
Polisi Dalami Kasus Dugaan Pencemaran Baik Catut Istri Mendiang Salim Kancil,police investigate case of alleged defamation of the late salim kancil's wife
Upaya Istri Mendiang Salim Kancil Diperiksa Polisi Saat Perjuangkan Tanahnya,the efforts of the late salim kancil's wife were investigated by the police when fighting for her land
"Perjuangkan Tanahnya, Istri dan Anak Mendiang Salim Kancil Diperiksa Polda Jatim","fighting for his land, the wife and children of the late salim kancil were questioned by the east java regional police"
Penambang yang Kaya Mendadak dalam Semalam Kembali Temukan Batu Langka,miner who suddenly got rich overnight again finds rare stones
"Meski Diprotes Ratusan Warga, Kejari Mojokerto Tetap Tahan Kades Lebakjabung","despite protests from hundreds of residents, the mojokerto prosecutor's office continues to detain the lebakjabung village head"
Lima Negara Mematikan Bagi Aktivis Lingkungan,five deadly countries for environmental activists
"Tolak Tambang Pasir Liar, Aktivis Lempari Telur Kantor DPRD Tulungagung","rejecting illegal sand mining, activists throw eggs at tulungagung dprd office"
"Helikopter Militer Jatuh di Kolombia, 9 Tentara Dipastikan Tewas","military helicopter crashes in colombia, 9 soldiers confirmed dead"
"Helikopter Militer Jatuh di Kolombia, 11 Hilang dan 6 Terluka","military helicopter crashes in colombia, 11 missing and 6 injured"
"Halangi Penyidik Gakkum KLHK, Oknum Kades di Bangka Ditetapkan Tersangka","obstructing klhk gakkum investigators, village head in bangka named suspect"
"Tewaskan 160 Orang, Longsor di Tambang Giok Myanmar Seperti Tsunami","kills 160 people, landslide at myanmar jade mine like tsunami"
"Kedung Londo, Pesona Alam yang Berikan Energi Positif untuk Wisatawan","kedung londo, natural enchantment that gives positive energy to tourists"
"Tambang Batu Bara Ilegal di Bukit Soeharto Kaltim Digerebek, 1 Jadi Tersangka","illegal coal mine in bukit soeharto, east kalimantan raided, 1 suspect"
"Polisi Gerebek Tambang Emas Ilegal di Jayapura, 17 Orang Diamankan","police raid illegal gold mines in jayapura, 17 people arrested"
Suku Terpencil Brasil Terancam Corona Gegara Penambang Ilegal,brazil's remote tribes threatened by corona due to illegal miners
Cerita di Balik Batu Permata Langka yang Bikin Penambang Kaya Raya,the story behind the rare gemstone that makes miners rich
"Temukan Batu Langka, Penambang Ini Mendadak Jadi Miliarder","finding rare stones, this miner suddenly becomes a billionaire"
"Polisi Ungkap Penambangan Emas Ilegal di Papua Barat, 4 Pelaku Ditangkap","police reveal illegal gold mining in west papua, 4 perpetrators arrested"
"Tiga Bulan Diculik Gerilyawan Kolombia, Dua Turis Selamat","three months kidnapped by colombian guerrillas, two tourists survived"
Polisi Tetapkan 15 Tersangka Penusukan Kapolsek-Penyanderaan di Jambi,police name 15 suspects in the stabbing of police chief and hostage taking in jambi
Pemkab Bungo Jambi Periksa 3 Kades Terkait Dugaan Setoran Tambang Emas Ilegal,bungo jambi regency government investigates 3 village heads regarding alleged illegal gold mining deposits
"Hutan Dirusak-Sungai Dicemari, Gurandil di Jambi Malah Melawan Polisi","forest destroyed-river polluted, gurandil in jambi even fight police"
Kapolsek yang Ditusuk Saat Razia Tambang Emas Ilegal di Jambi Mulai Pulih,the police chief who was stabbed during the illegal gold mining raid in jambi has begun to recover
Polisi Amankan 21 Orang Terkait Penusukan Kapolsek-Penyanderaan di Jambi,police arrest 21 people in connection with the stabbing of police chief and hostage-taking in jambi
"Razia Tambang Emas Ilegal di Jambi, Kapolsek Ditusuk-Anak Buah Disekap","illegal gold mining raids in jambi, chief of police stabbed-buah children arrested"
"Masih Ada Penambang Ilegal di Bukit Soeharto, Petugas Intensifkan Patroli","there are still illegal miners on soeharto hill, officers are intensifying patrols"
"Terciduk Tambang Batu Kapur Ilegal, 5 Warga Rembang Diringkus Polisi","caught in illegal limestone mining, 5 rembang residents arrested by police"
"Hari Bumi Sedunia, Yuk Kenali Gurun Unik di Afrika Selatan","world earth day, let's get to know the unique desert in south africa"
Polres Sukabumi Bekuk Penambang Emas Ilegal dan Produsen Pupuk Palsu,sukabumi police arrest illegal gold miners and fake fertilizer producers
Polisi Sudah Ingatkan Tambang Emas Ilegal di Sumbar Ditutup Sebelum Runtuh,police have warned that illegal gold mines in west sumatra will be closed before they collapse
"Tambang Galian C Ilegal Mojokerto Digerebek, Pelaku Hasilkan Rp 12 Juta/Hari","mojokerto illegal quarry c mine raided, perpetrators earn idr 12 million/day"
Dua Tambang Sirtu Ilegal di Jatim Ditutup,two illegal sirtu mines in east java closed
Tambang Pasir di Mojokerto yang Tewaskan Pekerjanya Ditutup,the sand mine in mojokerto that killed its workers is closed
"Berpenghasilan Rp 1,8 M, Bos Penambang Pasir Ilegal di Batam Dibekuk Polisi","earning idr 1.8 billion, boss of illegal sand miner in batam arrested by police"
"Polda Kepri Tindak Tambang Ilegal Beromset Rp 1,8 M",riau islands regional police take action on illegal mining with a turnover of idr 1.8 billion
"Tambang Ilegal di TNLL Aktif Lagi, 1 Penambang Asal Manado Luka Dibacok","illegal mining at tnll is active again, 1 miner from manado is hacked"
Plt Jubir dan Deputi Pencegahan KPK Juga Akan Dilaporkan ke Dewas,the acting spokesperson and deputy for prevention of the corruption eradication commission will also be reported to the council
Pemprov Banten Sebut Cukong Tambang Emas Ilegal Kabur dari Lebak,banten provincial government says illegal gold mining cukong has escaped from lebak
Bos Galian C Ilegal di Pekalongan Resmi Jadi Tersangka,boss of illegal excavation c in pekalongan officially becomes suspect
"Polisi Pekalongan Bekukan Galian C Ilegal, Belasan Truk Disita","pekalongan police freeze illegal excavation c, dozens of trucks confiscated"
"Razia Tambang Ilegal di Gunungkidul, Polisi Sita Alat Berat-Truk","illegal mining raid in gunungkidul, police confiscate heavy equipment - trucks"
KLHK Akan Lapor dan Minta Izin Jokowi Tutup Tambang Emas Ilegal di TNGHS,the ministry of environment and forestry will report and ask for jokowi's permission to close illegal gold mines in tnghs
KLHK Pastikan Perpres Tambang Ilegal untuk Penanganan Lanjutan,ministry of environment and forestry ensures presidential decree on illegal mining for further handling
KLHK Temukan 391 Lubang Tambang Emas Ilegal di TNGHS,klhk finds 391 illegal gold mining holes in tnghs
Wapres Bicara Penyiapan Perpres Terkait Tambang Emas Ilegal di Lebak,vice president discusses preparation of presidential decree regarding illegal gold mining in lebak
"Pulihkan Lingkungan Lebak Pasca-longsor, Ma'ruf Amin Tanam Bibit Jambu","restoring the lebak environment after the landslide, ma'ruf amin plants guava seeds"
Polda DIY Tangkap Bos Tambang Pasir Ilegal di Sungai Progo,diy police arrest boss of illegal sand mining in progo river
"Selain Merkuri, Gurandil di Gunung Halimun Lebak Pakai Sianida","apart from mercury, gurandil on mount halimun lebak uses cyanide"
Polda Banten Tutup 10 Tambang Emas Ilegal di Lebak,banten police close 10 illegal gold mines in lebak
Polda Banten Periksa 12 Saksi Tambang Emas Ilegal TNGHS Lebak,banten regional police examines 12 witnesses to the illegal gold mining of tnghs lebak
Polisi Tumpas Penambangan Pasir Ilegal di Bintan Kepri,"police suppress illegal sand mining in bintan, riau islands"
Bupati Lebak Sebut Tambang Emas Ilegal Bukan Tanggung Jawab Pemkab,lebak regent says illegal gold mining is not the regency government's responsibility
Kepala BNPB: Longsor di Sukajaya Sangat Masif Ibarat Es Krim Meleleh,head of bnpb: landslide in sukajaya very massive like melting ice cream
